,text,star
5242,"Itne daam mein ac bakwaas hai
Uske features kuch kaam ke nahi hai
Ac sirf HC par hi chalti hai
Light bill is terrific
LG ka yeh product scrap ke jaisa hai
Remote bhi old model hai
Kripaya mat kharide yeh Ac
LG koi dukaan Wale ko bhejti hai installation ke liye.
Uske khudke koi engineer nahi hai
Installation LG ka thik nahi hai
Thanks to Amazon good customer care",1
5243,"Third se bhi third class cooling ,full night hone ke baad bhi no cooling,
Instant cooling feature ek dum bekar h ,zyada electricity consume karte h
And thanda toh ek dum lagta hi nhi haanjyada ho gya h lao ac band kar de ,
40-50k you pay ,for a good air conditioner and you get this rubbish model,lg ka koi bhi model.lelo ya kuch bhi products lelo
Fride,mobile,tv ,ac sab ek dum third class h",1
5244,"Bought it previous year in 10 months cooling issue occurred 2 times .
worst experience with the LG AC service they attend consumers and try don't try to resolve the issue.
instead of warranty in the product. i have to hire urban for servicing this product.

I will not recommend any one to buy any LG AC as it says Life Good but once you buy it makes Life worst.",1
5245,Water leakage and gas leakage issue within 1 week,2
5246,Very bad experience with LG installation team. AC got delivered in 2 fast but the installation guys are very irritating. I am daily calling and asking them for installation they give no response on time it's been 1 week already i got the item delivered but no installation done yet. Very very bad service from LG in the first time itself. Now i completely lost trust in LG service,1
5247,"Very inexperienced technician. No finishing. Refused to vaccume the ac, didn't perform leak test, was in a hurry , made the room a mess, no proper tools . Later A lady kept calling for the happiness code . Initially I didn't want to share the code as i was not satisfied. But later I gave it. As they kept calling",1
5248,"Not satisfy with product , it take very much time cool the room,",1
5249,"I am disappointed with the performance of the air conditioner I purchased. While the product delivery and installation process were hassle-free, the air conditioner itself is not functioning properly. It frequently shuts down unexpectedly and fails to provide adequate cooling.

In my attempt to seek assistance, I reached out to the brand's customer service, and they promptly sent an engineer to assess the issue. The engineer determined that the air conditioner has low coolant pressure, which is likely causing the malfunction. This leaves me unsure as to who is at fault for this situation: whether Amazon sent me a faulty product, or if the installation process was not carried out correctly.

Overall, while the delivery and installation experience were satisfactory, the ongoing performance issues with the air conditioner have left me disappointed.",2
5250,Lg technician behaviour very rude they asked high amount for installation already am having copper wire installed for old ac but they won't accept for tat technician asked to install new copper wire otherwise we won't install you won't get warranty and even manager also talked rudely plz don't buy lg products worst customer support,1
5251,"Very poor..After 2 months of running, HC error coming, not very great experience with all the LG products that I have used till now like Washing machine, Freeze and now AC.",1
5252,"I recently purchased the LG Air Conditioner dual inverter AC, and it has been a thoroughly disappointing experience. Here's why I wouldn't recommend this product:
1. Poor Cooling Performance: Despite the high price and impressive specifications, this air conditioner barely cools the room. Even at the lowest temperature setting, it struggles to make a noticeable difference, especially on hotter days.
2. Energy Inefficiency: My electricity bill skyrocketed after using this air conditioner for just one month. It consumes an excessive amount of power, which is both environmentally unfriendly and expensive.
3. Unreliable Performance: The air conditioner frequently stops working without warning. I've had to reset it multiple times, and customer service has been unhelpful in resolving these issues. It's clear that there are significant reliability problems with this model.
4. Poor Customer Service: Speaking of customer service, my interactions with the company have been frustrating. Long wait times, unhelpful representatives, and no satisfactory solutions to my issues. It’s been a nightmare trying to get any support or assistance.
5. In summary, the LG Air Conditioner dual inverter AC Air Conditioner has been a major letdown in every aspect. From its poor cooling capabilities and excessive noise to its high energy consumption and unreliable performance, I regret purchasing this product. Save your money and look for a more reliable and efficient air conditioner.

please have a look at AC remote, even after runnning 3 hrs continuously, Room Temperature is 31 degree",1
5253,"I've been using this ac from more than a year, but from the starting ac performance is not good, it takes 3-4 hours to take the temperature down of the room from 32 to 24 in peak summers, haven't s seen room temperature to go below 20 degrees irrespective of no of hours when inset it to lowest 16 degrees.
Pros: service is good by LG",3
5254,Indoor unit is small as we think 3 star only difference is unit consumption,3
5255,"Bought this product from HSR Layout, Bengaluru.

Delivery (Amazon Executive) :
Very good, very professional.

Installation (LG Technician):
Highly unprofessional, rude, lacks technical knowledge and common sense.
They have absolutely no idea about indoor electrical pipes or any aesthetics of final fittings.
They were fitting the indoor unit leaving only 4 inches (approx 8 to 10 cm) space from ceiling, whereas it is clearly written that a minimum gap of 20 cm needs to be left from the ceiling while fitting the indoor unit.
They do not use the circular cup drill for the large wall hole, they use the small drill bit and make multiple holes and then use a hammer and chisel to make a larger than required hole, significantly damaging the wall more than required.
They do not vaccum the system before opening the gas, after fitting the outdoor unit.
The outdoor unit was installed slanting, not straight.
No product demo was given. The technician didn't know how to use the remote not did he know about multiple functions and modes.
AC was not run on test mode for 18 mins either.
I had to learn myself from YouTube.
Installation technician was rude and threatened to not do the work when we tried to correct him.

Product performance:
Been using this product for 3 days now, it's fairly good, cools a 170 sqfeet room from 32 C in 5 to 10 mins in the VIRAT mode.
The AC is very very quiet, and sustained cooling at 24 C is pretty good.
A silent sleek fast cooling AC with a lot of features for optimum comfort and energy efficiency.

Additional costs:
Installation fees ₹1414
Brackets ₹870
PVC vinyl tape ₹300
White cement ₹50
3 PIN Plug 15 Amps ₹100
Additional charges for additional copper pipe and outlet pipe(if needed)

Final thoughts - The performance and efficiency and longevity of an air conditioner solely depends on how well it has been installed. AC installation is a highly technical process, and LG has done a major cost cutting when it comes the installation technician .

Will recommend to get the Blue star AC or something else from a nearby dealership like Relaince , which has much more professional installation.",2
5256,"Performance of AC is good but giving 3 stars because of Remote and installation experience. Remote is not illuminated and don’t have backlight for the display. It is difficult to find or use during night time. This being non WIFI model, LG should have provided this basic option.

Regards to installation, had a horrible experience. First of all the installation happened only after 5 days of delivery that too after escalation to LG. The service person did not even had basic items like insulation tape or hacksaw blade and asking us to provide. They charged 150 rupees additional to use a bag while drilling the wall so that the debris fall into the bag and the room stays clean but all the debris fell into the room and when requested to remove they said it is not their duty but charged 150 rupees to use a bag to keep the room clean which is useless. I would not recommend this product just for the above reasons rather go for Indian companies that gives product with value for money and good customer experience.",3
5257,"no sounds ac working smoothly and better cooling what I expected as per my room. But Amazon delivery service is not good product damaged what I attached in images. LG team service person also conveyancing to adjust product there is no issue about cap.

This is the new product OR Amazon selling a second hand refurbished items.

After looking to my review Amazon team only answer OR LG team respond to react immediately about his own new product.",3
5258,"I strongly recommend reading this review before making a purchase. I've never written a negative review before, but this experience compelled me to share.

Delivery:

The delivery service from Amazon was extremely disappointing. As I was traveling internationally, my 68-year-old father assisted the delivery personnel. Despite providing clear instructions for the delivery address, the delivery person was rude upon arrival. My father requested that the AC unit be placed on the first floor. The delivery person outright refused, stating, ""It wasn't mentioned to place it on the first floor. You can move it yourself. We won't do it,"" and left.

Expecting a senior citizen to carry an AC unit to the first floor without assistance is unacceptable. The delivery terms stated that two delivery personnel would place the AC where instructed. Currently, the AC is still lying outside our garage where they left it.

Installation:

I purchased this AC because my wife is pregnant and we wanted a comfortable environment for her in India. Despite this urgent need, it has been over six days without any contact from the brand for installation.

I've contacted LG customer care multiple times over the past three days. Each time, I was told, ""The service center has confirmed the AC will be installed today. You'll receive a call shortly."" However, I never received any such call. My frustration with the customer service representatives was met with vague assurances, making it clear they either lack the necessary personnel or are running a scam.

Why Scam?

My nephew ordered the same AC model with a 3-star configuration on the same day as mine. He also received no contact from the installation team. After five days, he resorted to a local vendor for installation. Immediately after the installation was completed, he received a call from the brand’s engineer. When my nephew explained the situation, the engineer threatened to void the warranty since the installation wasn't done by them. To preserve the warranty, he had to pay the engineer INR 1400 to mark the installation as complete.

This practice seems like a scheme to make money without effort, especially by frustrating elderly customers.

Given the poor installation service, I doubt the warranty is even worth having, as they are unlikely to honor it.

Due to this ongoing disappointment, I am returning this AC. I strongly advise anyone in urgent need of an AC to contact local vendors rather than purchasing online.

Product Review:

I never got to experience it!!

Final Thoughts:

This experience has been extremely frustrating and disappointing. If you value timely and respectful service, I recommend avoiding this product and looking for alternatives.",1
5259,Swing range of upward and downward is not very less. Not designed properly,3
5260,"Cooling capacity only 4400
While daikin provide 5000 and llyod 4800
So if buy a bone chilling ac go for other brands",3
5261,"We requested the service person for vaccum. Firstly he strictly said no for it making several excuses. Later he said he will do the seal vaccum on compressor . But we again requested for proper vaccum . Then he said yes and agreed to it . But after installation was completed he only did seal vaccum and not the proper vaccum. Lg has did this via third party. When I called to them , they said whatever the technician will need he will do . Also I requested technician to check the leakage by putting soap water on them . He also made excuses for that and didnt do that thing. Other than all this installation was overall ok.",3
5262,Product is good. Amazon services was best. But installation provided by CITY AIRCOOL Ghaziabad was very very poor and pathetic. I recommend don’t install your AC from this provider. They are fraud and steal original parts coming from product brought.,3
5263,"Got the Product Quick, packed well, LG tech called the next day for installation. came in a couple of hours, Tech are not professionals, they don’t do a great job in fixing, don’t understand aesthetics. Don’t have the right tools, looks like untrained laborers. Exorbitant pricing for the installation items, it costed be more than 3000 Rs for installation.
About the product works pretty well, I like the silent mode! The High cooling mode is noisy. Good you can turn of the display.
Will try to review after a month again.

Update after 4 months..something is not right..the cooling doesn't work the way it shud.. the tech visits and says no problem..but does not work as per expectations. Better to find a store near you and get em installed..

lG support isn't good with this...",3
5264,i have 3 ac but Daikin is one of the best from these all 👏🏻,3
5265,Good,3
5266,,3
5267,,3
5268,It hasn’t been even a month and water is leaking from AC. Thinq app doesn’t work with this AC. Service guy for installation came after calling him 10 times.,3
5269,"It's being a month only I have purchased this AC though this website,the experience was pathetic till date.
2 people came for installation,but the great part was to they are not from the company they are from some third party who was there for warrenty. They installed the AC,from the next day the entire pipe line even the AC was leaking. There was a water leakage everywhere. We made a complaint on the brand support and they are arguing with us only and bleaming us that why we have done the installation from third party but the same has been sent from you guys. After so many arguments they agreed to send someone to check the leackeg. Then someone came again from third party and mentioned so many things like, the installation was not properly done, the pipe quality was bad and many more stuff. Now the real struggle started each and every day we got a call that someone was coming to check but no one came for 15 days, my entire family was so stressed about the fact that we feel cheated. My brother contacted the third party manager and that person was showing like he was giving us a favor for listening us .
We had to explain the entire story every time to every individual.
There was a extend warranty and someone came to check the AC and just for visiting he charged, but the product was still in warranty.
We really had a very had experience with the brand, with third party vendor even with you guys no one was ready to listen anything and we are stuck and suffering from the damaged product",1
5270,I bought a 3 star 1.5 ton AC in impression that it will cover a room at least but it's window size is so small and its not even have actual colling capacity of 1 ton same brand AC I bought earlier offline. LG is my favourite brand but I am surprised with this purchase and my experience is not good.,2
5271,"Quality not expectd from LG,Actually Cooling capacity is 1.3 ton Araund my room size is 150 square feet but most probably ac is 18 degree setting and noise levels is more than company declared and most problem with Company warranty as per advertising is 1 year compressive 5 year PCB and 10 year Compressor with gas Refill but I have call costemer care and register Company website is only declared 1 year warranty and costemer care not any confirmation in mail ya any type profe extra warranty so please this extra warranty is SCAM please don't by Online Product from Amazon ya LG better than go nearest Shop and bay product with clearing with warranty and proper product infermentation I have this type experience with LG and CARIER Product and by Shoping with Amezon so please don't by Online AC product Please",2
5272,"Here is my review of this product that will help you decide this ac
1. My installation was perfect and guys are also good.
2. Cooling is good. I cant say it super-chills the room in a 10 minutes. This is subjective things. It depends on the wall and insulation and size of the room. If you have one floor building and there is direct sunlight on the room then it will take time. It will be better if you run the ac on viraat mode for 30 minutes and then switch to lower convertible mode.
3. Ac is really very silent. You will hear blower sound if ac is running on full capacity (Viraat Mode)
4. Look is premium
5. Electricity consumption is also subjective thing. It depends on the room and cooling.

Biggest cons
The biggest cons of this ac down flap.
Ac flap is not getting down completely. TI will come to mid and goes up. As per lg this is intended behaviour of all AC.
If someone is below ac then he will not get chilling experience . If your bed is below the ac you will not get super pleasant feel.
Apart from bed all will cool",3
5273,"Play Video
Remote dosnt have led light so have to light up in the dark , the outdoor unit dosnt have back grill for the safety of coil, and some noise use to come when the ac is in hc mode",3
5274,The life of the Airconditioner is very questionable. Had three major services to be done in a period of 6 months and the negligence in handling the package by the logistics team causes more physical damages and issues in the product. Better to buy it from domestic retailers to ensure peace of mind.,2
5275,"Product installation was done on time and properly but without demo .....so after using it for 2 days on different settings...we got to know ac is not cooling properly....now it's been more than a week but no one visited from LG after complaint ....called them many times but they are like load bahot abhi ye leave par hai abhi wo leave par hai bhejta hoon ...but no one visited yet ..... And virat mode is useless mode .....

After 15 days complaint today engineer visited that after again complaining to customer care ...and suggested reinstallation ...that was like a shock to me because for reinstallation they have to drill in walls again (newly painted walls),at the time of installation asked several time to technician""is it ok to install here "" he was like haan koi problem nahi hai space is enough .....now engineer from same brand is saying ... installation galat hui hai ...

How do customer believe on such brands and invest so much in such products ....

I wouldn't recommend any one this brand and this product .... Highly Disappointed...",3
5276,It is advertised that the AC supports Thinq app for control and diagnosis. But in reality when the qr code is scanned the lg thinq app says that the model is not supported.,3
5277,LG product is good but installation process is not satisfactory. vaccum not given to the pipe before installation.,3
5278,"This AC always has problem of cooling.. Throughout the year of warranty, we had issues with the product and servicing. First LG product I bought and this will be the last.",2
5279,"I am writing this review after using for 1 month. I have using LG AC in my previous apartment for the past 9 years. As I did not face much issue I blindly bought LG 1.5 ton ac for my new home. On the day of installation, I told the installation person that the ac is not cooling much. He asked me to wait for a day as it is a new ac and inverter acs take some time to cool the room. I was in a dilemma if there something wrong with the model I have selected or weather is too hot outside which was causing the cooling issue. I bought Lloyd for another room a week back, which is also 1.5 ton and to my surprise it cooled the room in 2 minutes. Then I realised it is the issue with LG AC and raised customer support request. Service person came and said that I will have to clean the filter of ac every week to make the ac work. I was so frustrated and asked him to clean and see if the ac works as expected. He cleaned it and put the ac on 16 degrees and waited for 15 minutes and room temperature was still 26.. he started saying that because it is summer and temperature is high outside it is not cooling. I took him to the other room and showed how the other ac is working. He did not fix anything or suggested anything and went away. I have literally wasted my money in this product",1
5280,"NOT RECOMMENDED TO BUY. Complete waist of money & time to buy LG products.

I received my product on time & installation completed within 48 hrs post products delivered. At the time of installation, I had charged approx ₹150/- per meter for electric wire & ₹250 for outdoor unit hanging on stand excluded GST. Till now everything went OK.

Problem start post Installation. I logged call for engineer site visits. After calling customer care 4-5 times for the status of my call logged, everytime I got assurance that engineer will connect me shortly which never Happened. I got surprised that after 15-20 days of continues follow-up, my service request was closed without my knowledge. They people not even bothered to at least connect me before closing my request.

If this is the situation in NCR, one can easily understand their service level in another part of country.",1
5281,"Please note, the installation manual given in the product includes Ampere testing, Gas leakage testing with soap solution, temperature check with thermometer, cleaning the installation area, water leakage testing and finally sealing the drill hole with wall putty. The installation guy was unprofessional and he left after installing and improper cleaning. That too we had to insist so many times to clean. Demo was given half heartedly. In case you're buying this Ac, installation fees is 1400 including taxes which includes all the checks mentioned above. Make sure you get these checks done and get your area cleaned before paying the installation money.",2
5282,"I have order 1.5 ton AC but Indoor unit is to small like 1 ton AC and also not provided ac remote holder….
Installation charge is so high 1400 (installation charge) 850 ( outdoor stand) 200 extra for hole in wall… and engineer did not provide the wiring connection…",2
5283,"2months of usage... 1.5ton 3star.
a). Super silent operation.
b). Cools room of 150Sq. Ft. in 10mins
c). The air within the room feels fresh. Subjective assessment.",3
5284,no light in remote. Neither programable .,2
5285,When we click on the modes AI mode is not visible and there is no AI mode,3
5286,Remot dislike.night time operating not now.and swing position limit is hight,3
5287,"From my experience I would suggest not to go for LG barnded ACs. One month back I bought LG 1.5 Ton 3 . Star AI DUAL Inverter Split AC. After 5 days of delivery engineer came and installed and gave demo and left, after 30min from the indoor unti water started dropping even though it was cooling the room. I called the same engineer he did not come so next day I raised one complain. The service negineer came and said sir chassis need to be changed which may take 2-3days based on availability of equipment. After lots of followup after 11days they they came with chassis and checked again and said sir its not chassis rather cooling compartment needed to chang. Again i waited for around 12days. Every time I call customer care they will say we will send a esclation mail, at last they gave one number and asked me to speak. That person is saying sir PO has been raised material has to reach. In the mean while now AC is not cooling anymore. By the time I am writing this I am still waiting to get this repaired.
Just to add on in month Jan 2023 I bought another LG 5 star dual inverter AC as well for my other house, but that was offline. That was installed by LG engineer but after around 40days of installation it stopped cooling. When I raised complain the engineer came and did high level inspection and told while installation they might have done something wrong. After 2days again they came and checked by opening and said no sir installation is ok but gas is not there when I asked if installation is OK then how gas leak happened he said some story like sir it is very hot and humid outsied sometimes it happens. I was really surprised to here.
So out of these two LG AC experience I would suggest better go for other better brand though I can not suggest which brand as I am not an expert.
But one suggestion if you are purchasing LG brand then do installation by their engineer else they will put all problem on those guys and deny for providing free solution within the warranty period.",1
5288,"The technicians of LG were not trained they were newbies and did a poor job of installation. Left extra wire hanging. Did not clarify at the start about the quotation, misguided so that extra copper pipes are needed, extra wire and outlet pipes etc. after drilling holes and hanging the inlet machine they said we need more pipe. My balcony has sufficient space so for the default pipe to suffice. They want to increase the bill and exploit people… I wouldn’t recommend it due to bad service.",2
5289,"Cooling capacity is very very poor

I have set the temperature as 19 , still cooling is not up to mark, it’s better outside cooling outside of the room.

Worst customer support. No one is responding after the installation done.

Please don’t choose LG Ac in online😟.

If I have negative rating I can give - 10 this product

I felts like i did a big mistake",1
5290,Low cooling capacity,3
5291,I have received LG AC and when technician came for installation he found that compresser part was broken. How could i get this part replaced.,3
5292,Play Video,3
5293,"Brand has a good value.
This particular model is worst and don't buy. Not getting cool and i have tried all the ways to resolve this issue but it's dummy piece. Need to throw it and buy a different model. Don't waste money and it really disturbs us.",1
5294,It’s not a 1.5 ton ac in any scenario. Just has 4400 W capacity whereas papasonic and daikin have more than 5000W for the same price.Doesn’t cool well even with Virat mode on. One good thing was installation experience with LG except for exorbitant charges.,2
5295,"I received a product that was not working, i.e. ODU making huge noise and cooling issues.

Amazon never supported a 10-day exchange just a headline.

Now LG, I bought a product which is more expensive than its peers, just for the sake of service, LG also denied replacement, and took around 10 days, that too when I wrote to the CEO's office LG, for 10 days, from the guy who installed to the last visit, they were just trying to convince me that AC is fine,
i had to call, write, and attend multiple calls daily to get work done.

However, finally, they opened ODU and fixed it, I ended up getting a faulty product that can stop working anytime, despite paying the best.

I will give up my prime subscription, As Amazon's policies are not worth at all.",1
5296,"I have ordered AC on last week and installed yesterday and observed:
1. No cooling effect of LG AC.. very bad cooling
So not recommended to purchase this AC
2. Too much charges for installation without showing standard rate card and applied other charge

A. Installation charge: 1299+GST = 1416rs
B. Extra 5 feet Copper pipe : = 1875 rs
C. Drain Pipe plastic 4 metre. = 424 rs
D. Cable 5 feet. = 365 rs
E. Wrapping tape. = 400 rs

But actual cost of material in shop
B: Copper pipe 170 rs / feet = 850 rs
C. Drain pipe. 25 rs / feet = 125 rs
D. Cable. 20 rs / feet. = 100 rs

So be alert and better way to arrange your own material from hardware shop instead of taking from AC installation team.",1
5297,My brother uses LG AC similar one. I ordered after checking it. The one i use at my home outdoor unit sound is quite high. From inside room i can hear fan speed rotation like a flight.,1
5298,"No horizontal swing, but feature mentioned on description
No Virat or diet mode - only HC same as old model
Installation charges 2400 - 1415 charges + 750 compressor stand + 250 drain pipe

No return or replacement policy

No explanation by service provider",2
5299,"My room is not very big but this AC doesn't cool it much. It's new. I just bought it a month back. It feels an old ac with a new body.
For cooling purpose LG or this AC model is not great",2
5300,"These we're the steps that LG says to be provides as per their website !
1.Enjoy the benefits of LG's Skilled Engineers talking care of your product
2.No Vibration,minimized sound level,No Gas leakage in long term
3.Performing proper vacum for faster cooling & better performance
4.Better look,proper laying of insulation to connecting tubes
5.Vinyl tapping on piping
6.Hole properly closed with White cement / POP - No Insect entry / rat bite

What they have done is
1. Vaccum was not done
2.holes were not sealed
3.taping was not proper.
4. Rubber bushes were not placed between the outdoor unit and ac stand which I bought from them. (Rubber bushes are sleeping on my drawer - may be it's not needed but why should company provides that)

As far as AC is concerned please go for who is providing proper installation as the quality and performance relies on installtion quality only.
Brand and it's cost nothing to do with the cooling and mostly all brands are same.

Cheers",1
5301,Cooling is not good. Also i am using other brand ac far better than from it. High cooling also giving normal cooling. If possible refund option immediately I return it.,2
5302,"be careful when purchasing LG product, installation was denied by LG in Hyderabad location after the product arrived.
Had to escalate several times to get call back from Lg .",2
5303,The AC is not capable of cooling in the hot summer season now. I have one more LG AC which is still working fine but this product seems inferior. I'll contact the LG customer service now and hope they fix it without any cost since it's just 2 months old.,2
5304,"No cooling, worst customer experience, bad product, words can not describe how sad I am to put my hard earned income into this AC, which I never ever got any satisfaction after using it. Totally not a value for money.

I am not sure, why Amazon is hosting products like this and vendors who cheat customers. I am so regretful about this.

First Amazon forgets to ship the essential part of this AC, which is also tagged to be shipped together with this, the 4 mm copper pipe, and when installation team came for setting up the AC, they charged me extra for that pipe, when I called Amazon, they declined to give any support or send the missing components, they gave me a terrible gift voucher, which I never redeemed.

When I call Amazon customer care, they ask to call product care, when I call LG service center they ask to call local repair, when the local repairer comes they do not pay attention to solving the problem, and leave. And then the cycle repeats.

Now, the AC is completely broken, I have had more than six services and two repair sessions on this from LG repairers, but the problem persists.

If anyone reads this, please do not buy this product its a waste of money. Also, do not make the mistake of trusting this Vendor.

@Amazon if you are reading this, this is not called customer experience trying to cater to the world, when you can not even solve people's AC problems, purchased through you.",1
5305,"I have purchased this AC on 20 May 2024. From the first day cooling is very poor. Even at the lowest temperature at 16°C my room temperature is showing 32°C. I have been filing complain, wanting to get service but nobody is giving any response from the last 3-4 days, they told we will visit and still nobody is coming.. I think it is .25ton AC which they are selling as 1.5Ton AC. I urge everyone not use buy this LG AC. instead go for DAIKIN, CARRIER, MITSUBISHI, BLUE STAR and if you have budget then O General",1
5306,"I’ve been using this LG air conditioner for three months now, and I regret to say it’s a complete disappointment. I usually trust LG products for their quality and service, but this one is a failure for the company. Despite my room being standard-sized, this AC fails to cool it effectively, unlike other brands I’ve used. Furthermore, it doesn’t save on energy bills as promised. I deeply regret buying this unit and would not recommend it to anyone. Save your money and look for a more reliable and efficient brand.",1
5307,"The compressor was making sound so the installs personal had to open it up and fix the fan. Can’t believe had to tamper the compressor on the first day.

It’s working fine now. But would be better to QC it as well.",2
5308,"AC at 22 not cool room ,low budget ac have better quality than this.",2
5309,The front pannel is broken and the filter is broken,2
5310,This is compact version which is of less price at showroom as well . Dont fall into the trap.,1
5311,"I have ordered LG split ac , order delivered in very next day, fast delivery I appreciate that, but after delivery i need to make call for brand installation and demo, after severl days of calling and chatting with brand and amazon customer care servie agents the product was installed after 5 dayz only, the response from lg team was very bad and the response from amazon cc was not upto the mark, there was no proper solution for demo and installation from amazon end, they just told me to contact brand and they given the contact number, so i will recommend those who wish to fast installation of ac dont go for online go for any near by showroom.",1
5312,45 Days and It started making noices. Not cooling properly.,2
5313,"After using it for one year, what I found the quality is pathetic. No cooling at all. Even after multiple complaints they come and just clean it but still all in vain.",1
5314,"I have never seen such a bad AC in my life. In the name of cooling, I wasted Rs. 37 thousand of my hard work in the name of LG AC.",1
5315,"In March 2024, I purchased the LG Dual Inverter Air Conditioner, and I would say it's a complete disappointment for the following reasons:

a. Disastrous Cooling Performance: It doesn't cool the room effectively during hot days. With rising temperatures, this air conditioner just doesn't suit the climate.
b. Poor Customer service: Absolutely disappointing. They don’t acknowledge that it's not working, just make minor adjustments, and never follow up.
c. High Energy Bills: Does it even save on the electricity bill? Come on, LG team—this product is a total failure.

In short, this product is not worth a penny, and I do not recommend it. In fact, Amazon should remove it from the listings.",1
5316,"Ac starts to leak water from inside unit within first instant of usage, ac installation mechanic is trained well, even he dont know how to install, he his calling some else for guidance, dont go this ac guys, Lg need to work in their customer service as well as quality of the product",2
5317,"I buy lg ac before 2 months ago
And ac not cooling automatically down cooling
And service centre also not giving any solutions
I suggested don’t buy LG products",1
5318,"Lg authorised person deputed by lg after delivery of ac cut copper pipe without asking and do welding. On asking told me that threads are not proper to joint loose copper pipes supplied with its unit to connect outdoor unit. I asked Amazon to return or replace unit after above, they popup message that ac is out of stock... What a miserable support from Amazon as I am still eligible for replacement till ten june but nobody replacing this. Don't recommend to purchase from amazon",1
5319,"I bought it 2months ago and it was delivered and installed like super fast.
If I talk about cooling it’s not effective at all. You can run it all night long on Virat mode and the temperature if the room (10x12x10) drops just 2degrees.

Also, the indoor unit seems like it’s 1ton as it is shorter than the normal 1.5tons indoor units. I clarified with service people who installed it but they said it’s not written in the unit and they installed.

It’s waste of money for me.",1
5320,"Choosing the right capacity is most crucial when buying an air conditioner. But these brands cheat you with their deceptive marketing.

Shame.

This unit is rated at 4400 wats (1.25 Tons) and LG is shamelessly selling this as 1.5 Ton.

Also you get a smart wifi enabled AC at this price point.

The star here is for amazon. Buying on amazon is such a peace of mind. The product was delivered to me and then after reading the specs on the box i decided that this ac will be insufficient for my room.

I requested amazon for a return. They processed the return and refund smoothly.

Three Cheers for Amazon. Such customer service makes Amazon my first choice of buying anything. From small accessories to big purchases.

Amazon 5 Star. LG 0 Star",1
5321,"After using it for one month the cooling system got reduced. I am writing about an AC from a LG company, it seems to be a good brand but I did not know that it is not good from the manufacturer AC. The cooling system stopped working within one month, after checking the service team said that it is ok. Our company has ACs of other brands which give good cooling. Now I have bought an AC. we do nothing ,only complain",1
5322,"Seller is cheating by inflating the price. The price of this model as on box is 51k while seller is mentioning 78k.
This is 1.2 ton AC and not 1.5 ton. This very small in the compared to other brands at 37.5K
Also during delivery , the copper wires and nuts were missing, which costed another 3.6K which should come as part of the LG package. Technician mentioned delivery people carefully remove the copper wire and without hampering the box
Most disgusting experience",1
5323,"LG has failed to produce a minimum basic feature product. In the current competition world, LG like company is producing a product that is of no use.

1. We ordered this 1.5 ton AC because of room size(10X12). Its a very tiny one that produces big noise, I am thinking like I brought a tower fan

2. As this AC is very small size, it is fitted in some part of the room, actual problem starts from here. It doesn't have horizontal swing.

3. Worst design for indoor unit and its air flow, air flows only upwards

4. Remote has lot of buttons with no background light, while you are sleeping and want to change the something then you can't as you need to switch on the light and that will disturb everyone.

Overall, worst design from LG.",1
5324,"Installation costed me 9,000 and the AC is dripping all the water in my room. I have contacted the service guy so many times and he just doesn’t come. It has been 3 days and there has been no solution. I always bought LG products but please, save yourself the trouble and get an AC from a reputable brand and before you think of installing it from a third party expert, warranty is void if you do so. Absolutely avoid.",1
5325,"AC not maintaining temperature of a 110sqft room even it's HC feature, I bought it for my parents and it ruined their life and my money.
LG customer support is unacceptable, service management people lack in basic skills and professional ethics, they said ask for return where you bought it.

Now finally I have to chase you guys, someone has to pay for this mental harassment of my parents. Donot buy AC, specifically LG",1
5326,"I bought LG A/C (1.5 Ton, 3 Star) after buying 2 other Daikin A/Cs (1.5 Ton, 3 Star). This LG A/C was more expensive than Daikin A/C of similar specs and I had high hopes from LG brand.

However, since deployment, A/C has not been able to provide effective cooling despite installed in room that is much smaller than other rooms where 2 Daikin A/Cs (also 1.5 Ton 3 Star) are installed. Service post installation has been poor too. Other important feature I find missing in this LG A/C is sideways swing.

I will not recommend this A/C.",1
5327,"Ac stopped working within 1 month.
Never purchase online, low quality products are being sold online.
Customer service also not upto the mark.",1
5328,Ordered on 4th May. Delivered on 6th May. installation still pending. will be the last time I am ordering large appliances from Amazon as even they cant help if manufacturer is not ready to prioritise their job. LG customer care and service is big joke. sending service engineers details in text after 4 days of delivery and no one contacted us neither they are picking the phone till now. Regret ordering this product and Now I am out of return window as well. never trust this useless brand.,1
5329,"I liked the AC, cooling wise it's good. However, there a little things that are annoying. For instance, the remote isn't backlit. It's only been a day since I'm using it, I'll update this review with my final verdict once I've used it for an entire season.

Installation was a great experience. Very prompt and good service.",3
5330,"I am very disappointed with LG service. I buy LG 1.5 AC from Amazon but not responding by LG for installation multiple time call in customer care but no response from any kind of installation team.I called the local LG service centre and had a 12-day installation done by LG. After that, cooling was not effective in this AC, and I was very disappointed in LG service and products",1
5331,This product has maximum cooling capacity of 5000 watts and rated cooling capacity of 4400 watts which is way less than the previous year model RS19 or TS19 which was 5500 watts max and 5000 watts rated. Lg is fooling people behind their double inverter and AI techniques. Infact every other brand is offering same cooling (5500/5000 watts). Please do carefully look for cooling capacity before buying.,1
5332,"Play Video
Worst installation service and worst after service of lg. No one responded for your solution lg tecnician told me to buy from near shop if you want to better service. Amazon need to improve service for managing it's partener for better service to customers. After filling many complains to lg all are closed by lg. After 1 month I write n no solution from lg.",1
